KEid_source	KEEnsembl_target	KEid	KEtitle	Ensembl
https://identifiers.org/aop.events/1000	ENSG00000141027	https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	ENSG00000141027
https://identifiers.org/aop.events/105	ENSG00000142168	https://identifiers.org/aop.events/105	Inhibition, Mitochondrial Electron Transport Chain Complexes	ENSG00000142168
https://identifiers.org/aop.events/1065	ENSG00000141510	https://identifiers.org/aop.events/1065	Activation, estrogen receptor alpha	ENSG00000141510
https://identifiers.org/aop.events/1065	ENSG00000146648	https://identifiers.org/aop.events/1065	Activation, estrogen receptor alpha	ENSG00000146648
https://identifiers.org/aop.events/1065	ENSG00000185591	https://identifiers.org/aop.events/1065	Activation, estrogen receptor alpha	ENSG00000185591
https://identifiers.org/aop.events/111	ENSG00000091140	https://identifiers.org/aop.events/111	Agonism, Estrogen receptor	ENSG00000091140
https://identifiers.org/aop.events/116	ENSG00000072310	https://identifiers.org/aop.events/116	Activation, FAS	ENSG00000072310
https://identifiers.org/aop.events/116	ENSG00000026103	https://identifiers.org/aop.events/116	Activation, FAS	ENSG00000026103
https://identifiers.org/aop.events/1193	ENSG00000139687	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	ENSG00000139687
https://identifiers.org/aop.events/1193	ENSG00000141510	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	ENSG00000141510
https://identifiers.org/aop.events/1193	ENSG00000146648	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	ENSG00000146648
https://identifiers.org/aop.events/1202	ENSG00000170345	https://identifiers.org/aop.events/1202	Suppression, IL-2 and IL-4 production	ENSG00000170345
https://identifiers.org/aop.events/1202	ENSG00000177606	https://identifiers.org/aop.events/1202	Suppression, IL-2 and IL-4 production	ENSG00000177606
https://identifiers.org/aop.events/1262	ENSG00000077782	https://identifiers.org/aop.events/1262	Apoptosis	ENSG00000077782
https://identifiers.org/aop.events/1262	ENSG00000109320	https://identifiers.org/aop.events/1262	Apoptosis	ENSG00000109320
https://identifiers.org/aop.events/1262	ENSG00000141510	https://identifiers.org/aop.events/1262	Apoptosis	ENSG00000141510
https://identifiers.org/aop.events/1262	ENSG00000116478	https://identifiers.org/aop.events/1262	Apoptosis	ENSG00000116478
https://identifiers.org/aop.events/1262	ENSG00000171791	https://identifiers.org/aop.events/1262	Apoptosis	ENSG00000171791
https://identifiers.org/aop.events/1392	ENSG00000121691	https://identifiers.org/aop.events/1392	Oxidative Stress 	ENSG00000121691
https://identifiers.org/aop.events/1392	ENSG00000108823	https://identifiers.org/aop.events/1392	Oxidative Stress 	ENSG00000108823
https://identifiers.org/aop.events/1394	ENSG00000103126	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000103126
https://identifiers.org/aop.events/1394	ENSG00000109320	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000109320
https://identifiers.org/aop.events/1394	ENSG00000177606	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000177606
https://identifiers.org/aop.events/1394	ENSG00000136997	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000136997
https://identifiers.org/aop.events/1394	ENSG00000170345	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000170345
https://identifiers.org/aop.events/1394	ENSG00000100644	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000100644
https://identifiers.org/aop.events/1394	ENSG00000139687	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000139687
https://identifiers.org/aop.events/1394	ENSG00000168036	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000168036
https://identifiers.org/aop.events/1394	ENSG00000107643	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	ENSG00000107643
https://identifiers.org/aop.events/1438	ENSG00000142192	https://identifiers.org/aop.events/1438	Transcription of genes encoding acute phase proteins, Increased	ENSG00000142192
https://identifiers.org/aop.events/1439	ENSG00000142192	https://identifiers.org/aop.events/1439	Systemic acute phase response	ENSG00000142192
https://identifiers.org/aop.events/1457	ENSG00000077782	https://identifiers.org/aop.events/1457	Epithelial Mesenchymal Transition	ENSG00000077782
https://identifiers.org/aop.events/1457	ENSG00000138798	https://identifiers.org/aop.events/1457	Epithelial Mesenchymal Transition	ENSG00000138798
https://identifiers.org/aop.events/1457	ENSG00000100030	https://identifiers.org/aop.events/1457	Epithelial Mesenchymal Transition	ENSG00000100030
https://identifiers.org/aop.events/1488	ENSG00000086730	https://identifiers.org/aop.events/1488	Glutamate dyshomeostasis	ENSG00000086730
https://identifiers.org/aop.events/1488	ENSG00000176697	https://identifiers.org/aop.events/1488	Glutamate dyshomeostasis	ENSG00000176697
https://identifiers.org/aop.events/149	ENSG00000232810	https://identifiers.org/aop.events/149	Increase, Inflammation	ENSG00000232810
https://identifiers.org/aop.events/1492	ENSG00000232810	https://identifiers.org/aop.events/1492	Tissue resident cell activation	ENSG00000232810
https://identifiers.org/aop.events/1492	ENSG00000137462	https://identifiers.org/aop.events/1492	Tissue resident cell activation	ENSG00000137462
https://identifiers.org/aop.events/1492	ENSG00000136869	https://identifiers.org/aop.events/1492	Tissue resident cell activation	ENSG00000136869
https://identifiers.org/aop.events/1495	ENSG00000136869	https://identifiers.org/aop.events/1495	Substance interaction with the lung resident cell membrane components	ENSG00000136869
https://identifiers.org/aop.events/1496	ENSG00000170345	https://identifiers.org/aop.events/1496	Increased, secretion of proinflammatory mediators	ENSG00000170345
https://identifiers.org/aop.events/1496	ENSG00000232810	https://identifiers.org/aop.events/1496	Increased, secretion of proinflammatory mediators	ENSG00000232810
https://identifiers.org/aop.events/1496	ENSG00000177606	https://identifiers.org/aop.events/1496	Increased, secretion of proinflammatory mediators	ENSG00000177606
https://identifiers.org/aop.events/1502	ENSG00000077782	https://identifiers.org/aop.events/1502	Histone deacetylase inhibition	ENSG00000077782
https://identifiers.org/aop.events/1502	ENSG00000184678	https://identifiers.org/aop.events/1502	Histone deacetylase inhibition	ENSG00000184678
https://identifiers.org/aop.events/1502	ENSG00000094631	https://identifiers.org/aop.events/1502	Histone deacetylase inhibition	ENSG00000094631
https://identifiers.org/aop.events/1503	ENSG00000077782	https://identifiers.org/aop.events/1503	Histone acetylation, increase	ENSG00000077782
https://identifiers.org/aop.events/1503	ENSG00000184678	https://identifiers.org/aop.events/1503	Histone acetylation, increase	ENSG00000184678
https://identifiers.org/aop.events/1512	ENSG00000172071	https://identifiers.org/aop.events/1512	Unfolded Protein Response	ENSG00000172071
https://identifiers.org/aop.events/1513	ENSG00000141510	https://identifiers.org/aop.events/1513	General Apoptosis	ENSG00000141510
https://identifiers.org/aop.events/1513	ENSG00000107643	https://identifiers.org/aop.events/1513	General Apoptosis	ENSG00000107643
https://identifiers.org/aop.events/1513	ENSG00000171791	https://identifiers.org/aop.events/1513	General Apoptosis	ENSG00000171791
https://identifiers.org/aop.events/1515	ENSG00000171791	https://identifiers.org/aop.events/1515	Spermatocyte depletion	ENSG00000171791
https://identifiers.org/aop.events/1515	ENSG00000049541	https://identifiers.org/aop.events/1515	Spermatocyte depletion	ENSG00000049541
https://identifiers.org/aop.events/155	ENSG00000141510	https://identifiers.org/aop.events/155	Inadequate DNA repair	ENSG00000141510
https://identifiers.org/aop.events/1602	ENSG00000173402	https://identifiers.org/aop.events/1602	Activation, Muscarinic Acetylcholine Receptors	ENSG00000173402
https://identifiers.org/aop.events/1632	ENSG00000171862	https://identifiers.org/aop.events/1632	Increase in reactive oxygen and nitrogen species (RONS)	ENSG00000171862
https://identifiers.org/aop.events/165	ENSG00000140465	https://identifiers.org/aop.events/165	Activation, Long term AHR receptor driven direct and indirect gene expression changes	ENSG00000140465
https://identifiers.org/aop.events/167	ENSG00000049541	https://identifiers.org/aop.events/167	Activation, LXR	ENSG00000049541
https://identifiers.org/aop.events/1700	ENSG00000136869	https://identifiers.org/aop.events/1700	Impaired IL-1R1 signaling in T cell	ENSG00000136869
https://identifiers.org/aop.events/1700	ENSG00000173039	https://identifiers.org/aop.events/1700	Impaired IL-1R1 signaling in T cell	ENSG00000173039
https://identifiers.org/aop.events/1700	ENSG00000232810	https://identifiers.org/aop.events/1700	Impaired IL-1R1 signaling in T cell	ENSG00000232810
https://identifiers.org/aop.events/1706	ENSG00000131323	https://identifiers.org/aop.events/1706	Stimulation, TLR7/8	ENSG00000131323
https://identifiers.org/aop.events/1715	ENSG00000139687	https://identifiers.org/aop.events/1715	Inhibition of JAK3	ENSG00000139687
https://identifiers.org/aop.events/1716	ENSG00000126561	https://identifiers.org/aop.events/1716	Blockade of STAT5 phosphorylation	ENSG00000126561
https://identifiers.org/aop.events/1718	ENSG00000126561	https://identifiers.org/aop.events/1718	Suppression of IL-4 production	ENSG00000126561
https://identifiers.org/aop.events/1755	ENSG00000168036	https://identifiers.org/aop.events/1755	beta-catenin activation	ENSG00000168036
https://identifiers.org/aop.events/1756	ENSG00000050820	https://identifiers.org/aop.events/1756	Decreased,  plasma 11-ketotestosterone level	ENSG00000050820
https://identifiers.org/aop.events/177	ENSG00000121691	https://identifiers.org/aop.events/177	Mitochondrial dysfunction	ENSG00000121691
https://identifiers.org/aop.events/177	ENSG00000102683	https://identifiers.org/aop.events/177	Mitochondrial dysfunction	ENSG00000102683
https://identifiers.org/aop.events/18	ENSG00000180530	https://identifiers.org/aop.events/18	Activation, AhR	ENSG00000180530
https://identifiers.org/aop.events/1825	ENSG00000136869	https://identifiers.org/aop.events/1825	Increase, Cell death	ENSG00000136869
https://identifiers.org/aop.events/1845	ENSG00000091513	https://identifiers.org/aop.events/1845	Coagulation	ENSG00000091513
https://identifiers.org/aop.events/1845	ENSG00000108823	https://identifiers.org/aop.events/1845	Coagulation	ENSG00000108823
https://identifiers.org/aop.events/1847	ENSG00000126456	https://identifiers.org/aop.events/1847	Increased SARS-CoV-2 production	ENSG00000126456
https://identifiers.org/aop.events/1848	ENSG00000136869	https://identifiers.org/aop.events/1848	Toll Like Receptor (TLR) Dysregulation	ENSG00000136869
https://identifiers.org/aop.events/1848	ENSG00000137462	https://identifiers.org/aop.events/1848	Toll Like Receptor (TLR) Dysregulation	ENSG00000137462
https://identifiers.org/aop.events/1848	ENSG00000144381	https://identifiers.org/aop.events/1848	Toll Like Receptor (TLR) Dysregulation	ENSG00000144381
https://identifiers.org/aop.events/1854	ENSG00000112062	https://identifiers.org/aop.events/1854	Dysregulation, ACE2 expression and activity	ENSG00000112062
https://identifiers.org/aop.events/1854	ENSG00000096717	https://identifiers.org/aop.events/1854	Dysregulation, ACE2 expression and activity	ENSG00000096717
https://identifiers.org/aop.events/1857	ENSG00000271503	https://identifiers.org/aop.events/1857	Platelet-neutrophil interactions, Increased 	ENSG00000271503
https://identifiers.org/aop.events/1867	ENSG00000109320	https://identifiers.org/aop.events/1867	Bradykinin system, hyperactivated	ENSG00000109320
https://identifiers.org/aop.events/1869	ENSG00000109320	https://identifiers.org/aop.events/1869	Diminished protective oxidative stress response	ENSG00000109320
https://identifiers.org/aop.events/188	ENSG00000232810	https://identifiers.org/aop.events/188	Neuroinflammation	ENSG00000232810
https://identifiers.org/aop.events/1880	ENSG00000128918	https://identifiers.org/aop.events/1880	Inhibition of ALDH1A (RALDH)	ENSG00000128918
https://identifiers.org/aop.events/1881	ENSG00000003137	https://identifiers.org/aop.events/1881	Decreased, all-trans retinoic acid (atRA) concentration	ENSG00000003137
https://identifiers.org/aop.events/1881	ENSG00000095596	https://identifiers.org/aop.events/1881	Decreased, all-trans retinoic acid (atRA) concentration	ENSG00000095596
https://identifiers.org/aop.events/1881	ENSG00000187553	https://identifiers.org/aop.events/1881	Decreased, all-trans retinoic acid (atRA) concentration	ENSG00000187553
https://identifiers.org/aop.events/1884	ENSG00000010810	https://identifiers.org/aop.events/1884	Inhibition of Fyna	ENSG00000010810
https://identifiers.org/aop.events/1885	ENSG00000108823	https://identifiers.org/aop.events/1885	Inhibition of Plxna2	ENSG00000108823
https://identifiers.org/aop.events/1888	ENSG00000095596	https://identifiers.org/aop.events/1888	Increased (ectopic) all-trans retinoic acid concentration	ENSG00000095596
https://identifiers.org/aop.events/1889	ENSG00000003137	https://identifiers.org/aop.events/1889	Premature initiation of meiosis in fetal male germ cells	ENSG00000003137
https://identifiers.org/aop.events/1901	ENSG00000126456	https://identifiers.org/aop.events/1901	Interferon-I antiviral response, antagonized by SARS-CoV-2	ENSG00000126456
https://identifiers.org/aop.events/1908	ENSG00000089250	https://identifiers.org/aop.events/1908	Cilia Beat Frequency, Decreased	ENSG00000089250
https://identifiers.org/aop.events/1908	ENSG00000185532	https://identifiers.org/aop.events/1908	Cilia Beat Frequency, Decreased	ENSG00000185532
https://identifiers.org/aop.events/1911	ENSG00000138798	https://identifiers.org/aop.events/1911	FOXJ1 Protein, Decreased	ENSG00000138798
https://identifiers.org/aop.events/195	ENSG00000105464	https://identifiers.org/aop.events/195	Inhibition, NMDARs	ENSG00000105464
https://identifiers.org/aop.events/1971	ENSG00000146648	https://identifiers.org/aop.events/1971	Increased, tumor growth	ENSG00000146648
https://identifiers.org/aop.events/1971	ENSG00000142208	https://identifiers.org/aop.events/1971	Increased, tumor growth	ENSG00000142208
https://identifiers.org/aop.events/1971	ENSG00000141510	https://identifiers.org/aop.events/1971	Increased, tumor growth	ENSG00000141510
https://identifiers.org/aop.events/1971	ENSG00000171791	https://identifiers.org/aop.events/1971	Increased, tumor growth	ENSG00000171791
https://identifiers.org/aop.events/1971	ENSG00000136997	https://identifiers.org/aop.events/1971	Increased, tumor growth	ENSG00000136997
https://identifiers.org/aop.events/1971	ENSG00000138798	https://identifiers.org/aop.events/1971	Increased, tumor growth	ENSG00000138798
https://identifiers.org/aop.events/1974	ENSG00000141510	https://identifiers.org/aop.events/1974	Activation of Tumor Protein 53	ENSG00000141510
https://identifiers.org/aop.events/1980	ENSG00000096717	https://identifiers.org/aop.events/1980	Increased microRNA expression	ENSG00000096717
https://identifiers.org/aop.events/1980	ENSG00000171791	https://identifiers.org/aop.events/1980	Increased microRNA expression	ENSG00000171791
https://identifiers.org/aop.events/1980	ENSG00000141510	https://identifiers.org/aop.events/1980	Increased microRNA expression	ENSG00000141510
https://identifiers.org/aop.events/1980	ENSG00000136997	https://identifiers.org/aop.events/1980	Increased microRNA expression	ENSG00000136997
https://identifiers.org/aop.events/1981	ENSG00000141510	https://identifiers.org/aop.events/1981	Decreased SIRT1 expression	ENSG00000141510
https://identifiers.org/aop.events/1981	ENSG00000096717	https://identifiers.org/aop.events/1981	Decreased SIRT1 expression	ENSG00000096717
https://identifiers.org/aop.events/1981	ENSG00000089163	https://identifiers.org/aop.events/1981	Decreased SIRT1 expression	ENSG00000089163
https://identifiers.org/aop.events/1981	ENSG00000162409	https://identifiers.org/aop.events/1981	Decreased SIRT1 expression	ENSG00000162409
https://identifiers.org/aop.events/1981	ENSG00000136997	https://identifiers.org/aop.events/1981	Decreased SIRT1 expression	ENSG00000136997
https://identifiers.org/aop.events/201	ENSG00000105464	https://identifiers.org/aop.events/201	Binding of antagonist, NMDA receptors	ENSG00000105464
https://identifiers.org/aop.events/202	ENSG00000232810	https://identifiers.org/aop.events/202	Inhibition, Nuclear factor kappa B (NF-kB)	ENSG00000232810
https://identifiers.org/aop.events/202	ENSG00000170345	https://identifiers.org/aop.events/202	Inhibition, Nuclear factor kappa B (NF-kB)	ENSG00000170345
https://identifiers.org/aop.events/202	ENSG00000177606	https://identifiers.org/aop.events/202	Inhibition, Nuclear factor kappa B (NF-kB)	ENSG00000177606
https://identifiers.org/aop.events/2027	ENSG00000164690	https://identifiers.org/aop.events/2027	Antagonism, Smoothened receptor	ENSG00000164690
https://identifiers.org/aop.events/2040	ENSG00000171791	https://identifiers.org/aop.events/2040	Decrease, GLI1/2 target gene expression	ENSG00000171791
https://identifiers.org/aop.events/2040	ENSG00000164690	https://identifiers.org/aop.events/2040	Decrease, GLI1/2 target gene expression	ENSG00000164690
https://identifiers.org/aop.events/2040	ENSG00000125798	https://identifiers.org/aop.events/2040	Decrease, GLI1/2 target gene expression	ENSG00000125798
https://identifiers.org/aop.events/2043	ENSG00000164690	https://identifiers.org/aop.events/2043	Decrease, Sonic Hedgehog second messenger production	ENSG00000164690
https://identifiers.org/aop.events/2043	ENSG00000066468	https://identifiers.org/aop.events/2043	Decrease, Sonic Hedgehog second messenger production	ENSG00000066468
https://identifiers.org/aop.events/2043	ENSG00000070193	https://identifiers.org/aop.events/2043	Decrease, Sonic Hedgehog second messenger production	ENSG00000070193
https://identifiers.org/aop.events/2043	ENSG00000171791	https://identifiers.org/aop.events/2043	Decrease, Sonic Hedgehog second messenger production	ENSG00000171791
https://identifiers.org/aop.events/2044	ENSG00000164690	https://identifiers.org/aop.events/2044	Decrease, Smoothend relocation and activation 	ENSG00000164690
https://identifiers.org/aop.events/2067	ENSG00000089250	https://identifiers.org/aop.events/2067	Altered, Nitric Oxide Levels	ENSG00000089250
https://identifiers.org/aop.events/209	ENSG00000177606	https://identifiers.org/aop.events/209	Peptide Oxidation	ENSG00000177606
https://identifiers.org/aop.events/209	ENSG00000141510	https://identifiers.org/aop.events/209	Peptide Oxidation	ENSG00000141510
https://identifiers.org/aop.events/209	ENSG00000170345	https://identifiers.org/aop.events/209	Peptide Oxidation	ENSG00000170345
https://identifiers.org/aop.events/2117	ENSG00000146648	https://identifiers.org/aop.events/2117	Increase, goblet cell number	ENSG00000146648
https://identifiers.org/aop.events/2118	ENSG00000144554	https://identifiers.org/aop.events/2118	Succinate dehydrogenase, inhibited	ENSG00000144554
https://identifiers.org/aop.events/2146	ENSG00000100030	https://identifiers.org/aop.events/2146	Activation of mitogen-activated protein kinase kinase, extracellular signal-regulated kinase 1/2	ENSG00000100030
https://identifiers.org/aop.events/2146	ENSG00000102882	https://identifiers.org/aop.events/2146	Activation of mitogen-activated protein kinase kinase, extracellular signal-regulated kinase 1/2	ENSG00000102882
https://identifiers.org/aop.events/2152	ENSG00000077782	https://identifiers.org/aop.events/2152	Epigenetic modification process	ENSG00000077782
https://identifiers.org/aop.events/2180	ENSG00000126456	https://identifiers.org/aop.events/2180	Immune mechanisms antagonized by viral proteins	ENSG00000126456
https://identifiers.org/aop.events/2199	ENSG00000026103	https://identifiers.org/aop.events/2199	Increased, Expression of LXR activated genes	ENSG00000026103
https://identifiers.org/aop.events/2201	ENSG00000141027	https://identifiers.org/aop.events/2201	Agonism, Retinoic acid receptor	ENSG00000141027
https://identifiers.org/aop.events/2203	ENSG00000104067	https://identifiers.org/aop.events/2203	Decreased proliferation of cortical neural progenitor cells	ENSG00000104067
https://identifiers.org/aop.events/2244	ENSG00000177606	https://identifiers.org/aop.events/2244	Altered Stress Response Signaling	ENSG00000177606
https://identifiers.org/aop.events/2244	ENSG00000107643	https://identifiers.org/aop.events/2244	Altered Stress Response Signaling	ENSG00000107643
https://identifiers.org/aop.events/2244	ENSG00000170345	https://identifiers.org/aop.events/2244	Altered Stress Response Signaling	ENSG00000170345
https://identifiers.org/aop.events/2244	ENSG00000141510	https://identifiers.org/aop.events/2244	Altered Stress Response Signaling	ENSG00000141510
https://identifiers.org/aop.events/2244	ENSG00000112062	https://identifiers.org/aop.events/2244	Altered Stress Response Signaling	ENSG00000112062
https://identifiers.org/aop.events/2244	ENSG00000100030	https://identifiers.org/aop.events/2244	Altered Stress Response Signaling	ENSG00000100030
https://identifiers.org/aop.events/2244	ENSG00000172071	https://identifiers.org/aop.events/2244	Altered Stress Response Signaling	ENSG00000172071
https://identifiers.org/aop.events/2245	ENSG00000100030	https://identifiers.org/aop.events/2245	Altered Cell Differentiation Signaling	ENSG00000100030
https://identifiers.org/aop.events/2268	ENSG00000198911	https://identifiers.org/aop.events/2268	Decreased, insulin-induced gene 1 (INSIG1) protein activity	ENSG00000198911
https://identifiers.org/aop.events/2269	ENSG00000198911	https://identifiers.org/aop.events/2269	Increased, Sterol Regulatory Element Binding Protein 2 (SREBP2) protein expression 	ENSG00000198911
https://identifiers.org/aop.events/258	ENSG00000026103	https://identifiers.org/aop.events/258	Activation, SCD-1	ENSG00000026103
https://identifiers.org/aop.events/264	ENSG00000278540	https://identifiers.org/aop.events/264	Activation, SREBP-1c	ENSG00000278540
https://identifiers.org/aop.events/264	ENSG00000026103	https://identifiers.org/aop.events/264	Activation, SREBP-1c	ENSG00000026103
https://identifiers.org/aop.events/264	ENSG00000072310	https://identifiers.org/aop.events/264	Activation, SREBP-1c	ENSG00000072310
https://identifiers.org/aop.events/352	ENSG00000176697	https://identifiers.org/aop.events/352	N/A, Neurodegeneration	ENSG00000176697
https://identifiers.org/aop.events/376	ENSG00000141510	https://identifiers.org/aop.events/376	Increased, Induced Mutations in Critical Genes	ENSG00000141510
https://identifiers.org/aop.events/378	ENSG00000141510	https://identifiers.org/aop.events/378	Tumorigenesis, Hepatocellular carcinoma	ENSG00000141510
https://identifiers.org/aop.events/378	ENSG00000100292	https://identifiers.org/aop.events/378	Tumorigenesis, Hepatocellular carcinoma	ENSG00000100292
https://identifiers.org/aop.events/381	ENSG00000067560	https://identifiers.org/aop.events/381	Reduced levels of BDNF	ENSG00000067560
https://identifiers.org/aop.events/381	ENSG00000176697	https://identifiers.org/aop.events/381	Reduced levels of BDNF	ENSG00000176697
https://identifiers.org/aop.events/382	ENSG00000132535	https://identifiers.org/aop.events/382	Aberrant, Dendritic morphology	ENSG00000132535
https://identifiers.org/aop.events/383	ENSG00000049541	https://identifiers.org/aop.events/383	Reduced, Presynaptic release of glutamate	ENSG00000049541
https://identifiers.org/aop.events/398	ENSG00000112062	https://identifiers.org/aop.events/398	Activation, Dendritic Cells	ENSG00000112062
https://identifiers.org/aop.events/493	ENSG00000141510	https://identifiers.org/aop.events/493	Increased, Insufficient repair or mis-repair of pro-mutagenic DNA adducts	ENSG00000141510
https://identifiers.org/aop.events/55	ENSG00000188486	https://identifiers.org/aop.events/55	Increase, Cell injury/death	ENSG00000188486
https://identifiers.org/aop.events/55	ENSG00000232810	https://identifiers.org/aop.events/55	Increase, Cell injury/death	ENSG00000232810
